leagueNation,league,team name,num,name,age,nationality,position,market value
Spain,Primera Federación - Grupo II,AD Ceuta FC,11,Pablo García,25,Spain,ST,250000.0
Spain,Primera Federación - Grupo II,AD Ceuta FC,18,Sofiane El Ftouhi,23,France,ST,100000.0
Spain,Primera Federación - Grupo II,Real Murcia CF,11,José Ángel Carrillo,30,Spain,ST,400000.0
Spain,Primera Federación - Grupo II,Real Murcia CF,9,Amin Bouzaig,26,Morocco,ST,250000.0
Spain,Primera Federación - Grupo II,Real Murcia CF,25,Álex Rubio,21,Spain,ST,100000.0
Spain,Primera Federación - Grupo II,CD Atlético Baleares,7,Nuha Marong,30,The Gambia,ST,150000.0
Spain,Primera Federación - Grupo II,CD Atlético Baleares,16,David Rodríguez,38,Spain,ST,150000.0
Spain,Primera Federación - Grupo II,CD Atlético Baleares,29,Juan Piera,19,Spain,ST,50000.0
Spain,Primera Federación - Grupo II,CF Intercity,8,Emilio Nsue,34,Equatorial Guinea,ST,250000.0
Spain,Primera Federación - Grupo II,CF Intercity,17,Simón Moreno,26,Spain,ST,200000.0
Spain,Primera Federación - Grupo II,Algeciras CF,21,Stefan Milosevic,27,Montenegro,ST,250000.0
Spain,Primera Federación - Grupo II,Algeciras CF,9,Javi Cueto,23,Spain,ST,200000.0
Spain,Primera Federación - Grupo II,Recreativo Huelva,9,Miguelete,22,Spain,ST,200000.0
Spain,Primera Federación - Grupo II,Recreativo Huelva,11,Caye Quintana,30,Spain,ST,200000.0
Spain,Primera Federación - Grupo II,Recreativo Huelva,16,Pablo Caballero,37,Argentina,ST,50000.0
Spain,Primera Federación - Grupo II,San Fernando CD,11,Dani Aquino,33,Spain,ST,250000.0
Spain,Primera Federación - Grupo II,San Fernando CD,9,Marcelo dos Santos,26,Brazil,ST,150000.0
Spain,Primera Federación - Grupo II,UD Melilla,15,Beka Kavtaradze,24,Georgia,ST,300000.0
Spain,Primera Federación - Grupo II,UD Melilla,20,Dani García,25,Spain,ST,300000.0
Spain,Primera Federación - Grupo II,UD Melilla,9,José Enrique,28,Spain,ST,200000.0
Spain,Primera Federación - Grupo II,UD Melilla,23,Mamor Niang,22,Senegal,ST,150000.0
Spain,Primera Federación - Grupo II,Atlético Sanluqueño,10,Alex Escardó,25,Spain,ST,200000.0
Spain,Primera Federación - Grupo II,Atlético Sanluqueño,19,Francisco Mwepu,24,Zambia,ST,300000.0
Spain,Primera Federación - Grupo II,Atlético Sanluqueño,7,Nacho Ramón,25,Spain,ST,150000.0
Spain,Primera Federación - Grupo II,Atlético Sanluqueño,9,Airam Cabrera,36,Spain,ST,100000.0
Spain,Primera Federación - Grupo II,Atlético Sanluqueño,11,Diego Talaverón,22,Spain,ST,100000.0
Spain,Primera Federación - Grupo II,CD Alcoyano,9,Mikel Pradera,28,Spain,ST,250000.0
Spain,Primera Federación - Grupo II,CD Alcoyano,10,Agüero,28,Spain,ST,200000.0
Spain,Primera Federación - Grupo II,CD Alcoyano,12,Dani Selma,23,Spain,ST,150000.0
Spain,Primera Federación - Grupo II,Mérida AD,17,Álvaro Juan,24,Spain,ST,150000.0
Spain,Primera Federación - Grupo II,Mérida AD,9,Chuma,27,Spain,ST,200000.0
Spain,Primera Federación - Grupo II,Mérida AD,11,Mohamed Mizzian,24,Morocco,ST,150000.0
Spain,Primera Federación - Grupo II,Mérida AD,18,Jorge Padilla,22,Spain,ST,150000.0
Spain,Primera Federación - Grupo II,Mérida AD,20,Iñaki Elejalde,25,Spain,ST,150000.0
Spain,Primera Federación - Grupo II,Mérida AD,27,Pepe Sáinz,22,Spain,ST,
Spain,Primera Federación - Grupo II,Recreativo Granada,12,Serigne Faye,20,Senegal,ST,250000.0
Spain,Primera Federación - Grupo II,Recreativo Granada,16,Adam Griger,20,Slovakia,ST,200000.0
Spain,Primera Federación - Grupo II,Recreativo Granada,14,Pablo Sáenz,22,Spain,ST,100000.0
Spain,Primera Federación - Grupo II,Recreativo Granada,26,Paco Cantal,21,Spain,ST,50000.0
Spain,Primera Federación - Grupo II,Recreativo Granada,36,Eghosa Bello,20,Nigeria,ST,50000.0
Spain,Primera Federación - Grupo II,Linares Deportivo,7,Hugo Díaz,36,Spain,ST,200000.0
Spain,Primera Federación - Grupo II,Linares Deportivo,9,Álvaro Vázquez,32,Spain,ST,150000.0
Spain,Primera Federación - Grupo II,Linares Deportivo,14,Samuel Corral,32,Spain,ST,150000.0
Spain,Primera Federación - Grupo II,Linares Deportivo,29,Zaki,21,Spain,ST,50000.0
Spain,Segunda Federación - Grupo I,Zamora CF,7,Dani Hernández,31,Spain,ST,100000.0
Spain,Segunda Federación - Grupo I,Zamora CF,4,Alejandro Cañizo,24,Spain,ST,150000.0
Spain,Segunda Federación - Grupo I,Zamora CF,9,Pito Camacho,34,Spain,ST,150000.0
Spain,Segunda Federación - Grupo I,Zamora CF,18,Sergi Baldrich,20,Spain,ST,100000.0
Spain,Segunda Federación - Grupo I,Real Valladolid Promesas,9,Iván Cédric,22,Cameroon,ST,400000.0
Spain,Segunda Federación - Grupo I,Real Valladolid Promesas,7,Israel Salazar,20,Spain,ST,200000.0
Spain,Segunda Federación - Grupo I,Real Valladolid Promesas,17,Dani Fernández,22,Spain,ST,200000.0
Spain,Segunda Federación - Grupo I,Real Valladolid Promesas,29,Adrián Arnu,17,Spain,ST,200000.0
Spain,Segunda Federación - Grupo I,Real Valladolid Promesas,19,Yago Paredes,19,Spain,ST,100000.0
Spain,Segunda Federación - Grupo I,Pontevedra CF,21,Carlos López,28,Spain,ST,250000.0
Spain,Segunda Federación - Grupo I,Pontevedra CF,9,Rufo Sánchez,37,Spain,ST,100000.0
Spain,Segunda Federación - Grupo I,SD Compostela,9,Manu Barreiro,37,Spain,ST,100000.0
Spain,Segunda Federación - Grupo I,SD Compostela,12,David Grande,33,Spain,ST,100000.0
Spain,Segunda Federación - Grupo I,SD Compostela,18,Hugo Matos,20,Spain,ST,25000.0
Spain,Segunda Federación - Grupo I,Gimnástica de Torrelavega,17,Javi Delgado,28,Spain,ST,200000.0
Spain,Segunda Federación - Grupo I,Gimnástica de Torrelavega,9,Carlos Tobar,30,Spain,ST,100000.0
Spain,Segunda Federación - Grupo I,Rayo Cantabria,19,Álvaro Santamaría,22,Spain,ST,200000.0
Spain,Segunda Federación - Grupo I,Rayo Cantabria,9,Jorge Delgado,21,Spain,ST,150000.0
Spain,Segunda Federación - Grupo I,Real Avilés Industrial,18,Claudio Medina,30,Spain,ST,200000.0
Spain,Segunda Federación - Grupo I,Real Avilés Industrial,19,Natalio,39,Spain,ST,100000.0
Spain,Segunda Federación - Grupo I,Real Oviedo Vetusta,10,Santi Miguélez,22,Spain,ST,200000.0
Spain,Segunda Federación - Grupo I,Real Oviedo Vetusta,9,Enol Rodríguez,22,Spain,ST,150000.0
Spain,Segunda Federación - Grupo I,Real Oviedo Vetusta,19,Xabier Sola,21,Spain,ST,100000.0
Spain,Segunda Federación - Grupo I,Ourense CF,9,Gonzalo Di Renzo,28,Argentina,ST,100000.0
Spain,Segunda Federación - Grupo I,Ourense CF,19,Gabri Palmás,25,Spain,ST,50000.0
Spain,Segunda Federación - Grupo I,Ourense CF,16,Diego Rodríguez,20,Spain,ST,25000.0
Spain,Segunda Federación - Grupo I,CD Guijuelo,21,Alberto Bernardo,25,Spain,ST,100000.0
Spain,Segunda Federación - Grupo I,CD Guijuelo,19,Francisco Panadero,26,Spain,ST,150000.0
Spain,Segunda Federación - Grupo I,CD Guijuelo,9,Juan Antonio Sánchez,33,Spain,ST,100000.0
Spain,Segunda Federación - Grupo I,RC Deportivo Fabril,9,Martín Ochoa,19,Spain,ST,200000.0
Spain,Segunda Federación - Grupo I,RC Deportivo Fabril,23,Kevin Sánchez,19,Spain,ST,200000.0
Spain,Segunda Federación - Grupo I,RC Deportivo Fabril,20,Jorge Martínez,25,Spain,ST,150000.0
Spain,Segunda Federación - Grupo I,RC Deportivo Fabril,22,Mati Castillo,22,Spain,ST,150000.0
Spain,Segunda Federación - Grupo I,Marino Luanco,7,Diego Díaz,25,Spain,ST,50000.0
Spain,Segunda Federación - Grupo I,Marino Luanco,9,Sergio Mendigutxia,30,Spain,ST,200000.0
Spain,Segunda Federación - Grupo I,Marino Luanco,18,Abraham Nobrega,20,Spain,ST,50000.0
Spain,Segunda Federación - Grupo I,Marino Luanco,8,Dani Sandoval,24,Spain,ST,25000.0
Spain,Segunda Federación - Grupo I,Marino Luanco,23,Hugo Salinas,19,Spain,ST,25000.0
Spain,Segunda Federación - Grupo I,Coruxo FC,9,Davo,23,Spain,ST,150000.0
Spain,Segunda Federación - Grupo I,Coruxo FC,21,Erik Bugarín,20,Spain,ST,25000.0
Spain,Segunda Federación - Grupo I,UP Langreo,18,Nané García,28,Spain,ST,150000.0
Spain,Segunda Federación - Grupo I,UP Langreo,17,Steven Prieto,26,Spain,ST,50000.0
Spain,Segunda Federación - Grupo I,UP Langreo,24,Pablo Ares,20,Spain,ST,25000.0
Spain,Segunda Federación - Grupo I,Arandina CF,14,Adrián Pérez,28,Spain,ST,100000.0
Spain,Segunda Federación - Grupo I,Arandina CF,9,Alfredo Sualdea,25,Spain,ST,200000.0
Spain,Segunda Federación - Grupo I,Arandina CF,21,Gonzalo Serrano,21,Spain,ST,100000.0
Spain,Segunda Federación - Grupo I,Racing Villalbés,12,Ibrahima Dieng,26,Senegal,ST,100000.0
Spain,Segunda Federación - Grupo I,Racing Villalbés,9,Izan Fernández,20,Spain,ST,25000.0
Spain,Segunda Federación - Grupo I,CD Covadonga,9,Ariel Herrero,24,Spain,ST,150000.0
Spain,Segunda Federación - Grupo I,CD Covadonga,11,Samu Pérez,22,Spain,ST,100000.0
Spain,Segunda Federación - Grupo I,CD Covadonga,15,Adrián Turmo,23,Spain,ST,50000.0
Spain,Segunda Federación - Grupo I,CD Cayón,20,Dani Salas,24,Spain,ST,100000.0
Spain,Segunda Federación - Grupo I,CD Cayón,9,Pedro Méndez,19,Spain,ST,25000.0
